IP,NAMESERVER,Query time,Msg size,Actual Frequency [%],Max msg size,min msg size,avg msg size
danuoyins7.tbcache.com.,danuoyi.tbcache.com,439msec,37,0.003313857155315,,,
danuoyins7.tbcache.com.,danuoyi.tbcache.com,416msec,37,0.00340106392256,,,
13.248.158.159,ns1.parkingcrew.net,76msec,37,0.003488270689806,,,
76.223.21.9,ns2.parkingcrew.net,77msec,37,0.003575477457051,,,
dns.org.,ns1033.u,309msec,37,0.003662684224296,,,
danuoyins7.tbcache.com.,danuoyi.tbcache.com,362msec,37,0.003749890991541,,,
dns.org.,ns1078.u,304msec,37,0.003837097758786,,,
76.223.21.9,ns2.parkingcrew.net,77msec,37,0.003924304526031,,,
13.248.158.159,ns1.parkingcrew.net,79msec,37,0.004011511293276,,,
dns.net.,ns2.kabi,198msec,37,0.004098718060522,,,
vps.lv.,dns2.cor,305msec,37,0.004185924827767,,,
121.51.160.100,ns2.qq.com,162msec,39,0.004273131595012,,,
203.205.177.41,ns2.qq.com,345msec,39,0.004360338362257,,,
123.151.66.78,ns2.qq.com,174msec,39,0.004447545129502,,,
183.192.201.116,ns3.qq.com,78msec,39,0.004534751896747,,,
112.60.1.69,ns3.qq.com,81msec,39,0.004621958663992,,,
125.39.46.125,ns4.qq.com,391msec,39,0.004709165431237,,,
203.205.221.79,ns4.qq.com,38msec,39,0.004796372198483,,,
58.144.154.100,ns4.qq.com,642msec,39,0.004883578965728,,,
157.255.246.101,ns1.qq.com,437msec,39,0.004970785732973,,,
101.89.19.165,ns1.qq.com,250msec,39,0.005057992500218,,,
183.3.226.207,ns1.qq.com,256msec,39,0.005145199267463,,,
dns.net.,b.protecte,237msec,39,0.005232406034708,,,
dns.net.,a.protecte,178msec,39,0.005319612801953,,,
157.255.246.101,ns1.qq.com,344msec,39,0.005406819569199,,,
101.89.19.165,ns1.qq.com,265msec,39,0.005494026336444,,,
183.3.226.207,ns1.qq.com,228msec,39,0.005581233103689,,,
183.192.201.116,ns3.qq.com,81msec,39,0.005668439870934,,,
112.60.1.69,ns3.qq.com,82msec,39,0.005755646638179,,,
203.205.221.79,ns4.qq.com,38msec,39,0.005842853405424,,,
58.144.154.100,ns4.qq.com,502msec,39,0.005930060172669,,,
125.39.46.125,ns4.qq.com,339msec,39,0.006017266939915,,,
164.100.2.11,ns7.nic.in,48msec,39,0.00610447370716,,,
164.100.10.18,ns2.nic.in,81msec,39,0.006191680474405,,,
164.100.2.11,ns7.nic.in,48msec,39,0.00627888724165,,,
164.100.10.18,ns2.nic.in,82msec,39,0.006366094008895,,,
164.100.2.11,ns7.nic.in,48msec,39,0.00645330077614,,,
164.100.2.11,ns7.nic.in,48msec,39,0.006540507543385,,,
164.100.10.18,ns2.nic.in,82msec,39,0.006627714310631,,,
dns.net.,b.protecte,208msec,39,0.006714921077876,,,
dns.net.,a.protecte,218msec,39,0.006802127845121,,,
164.100.2.11,ns7.nic.in,49msec,39,0.006889334612366,,,
164.100.10.18,ns2.nic.in,80msec,39,0.006976541379611,,,
183.3.226.207,ns1.qq.com,137msec,39,0.007063748146856,,,
157.255.246.101,ns1.qq.com,243msec,39,0.007150954914101,,,
101.89.19.165,ns1.qq.com,141msec,39,0.007238161681346,,,
203.205.177.41,ns2.qq.com,301msec,39,0.007325368448592,,,
123.151.66.78,ns2.qq.com,221msec,39,0.007412575215837,,,
112.60.1.69,ns3.qq.com,72msec,39,0.007499781983082,,,
183.192.201.116,ns3.qq.com,73msec,39,0.007586988750327,,,
58.144.154.100,ns4.qq.com,422msec,39,0.007674195517572,,,
125.39.46.125,ns4.qq.com,252msec,39,0.007761402284817,,,
203.205.221.79,ns4.qq.com,37msec,39,0.007848609052062,,,
164.100.2.11,ns7.nic.in,47msec,39,0.007935815819308,,,
164.100.10.18,ns2.nic.in,81msec,39,0.008023022586553,,,
180.149.57.10,sns1.nkn.in,75msec,40,0.008110229353798,,,
82.194.64.51,dns4.canaldominios.com,268msec,40,0.008197436121043,,,
209.112.114.33,k4.nstld.com,74msec,41,0.008284642888288,,,
69.36.145.33,h4.nstld.com,41msec,41,0.008371849655533,,,
69.36.145.33,j4.nstld.com,40msec,41,0.008459056422778,,,
69.36.145.33,g4.nstld.com,46msec,41,0.008546263190024,,,
209.112.114.33,f4.nstld.com,73msec,41,0.008633469957269,,,
209.112.113.33,l4.nstld.com,43msec,41,0.008720676724514,,,
209.112.113.33,a4.nstld.com,44msec,41,0.008807883491759,,,
69.36.145.33,g4.nstld.com,40msec,41,0.008895090259004,,,
209.112.114.33,f4.nstld.com,72msec,41,0.008982297026249,,,
209.112.113.33,a4.nstld.com,51msec,41,0.009069503793494,,,
209.112.113.33,a4.nstld.com,57msec,41,0.00915671056074,,,
209.112.114.33,f4.nstld.com,104msec,41,0.009243917327985,,,
69.36.145.33,g4.nstld.com,75msec,41,0.00933112409523,,,
69.36.145.33,h4.nstld.com,45msec,41,0.009418330862475,,,
209.112.113.33,l4.nstld.com,65msec,41,0.00950553762972,,,
202.235.79.227,ns.via.or.jp,131msec,41,0.009592744396965,,,
69.36.145.33,j4.nstld.com,48msec,41,0.00967995116421,,,
209.112.114.33,k4.nstld.com,71msec,41,0.009767157931455,,,
69.36.145.33,g4.nstld.com,43msec,41,0.009854364698701,,,
209.112.114.33,f4.nstld.com,71msec,41,0.009941571465946,,,
209.112.113.33,a4.nstld.com,46msec,41,0.010028778233191,,,
dns.net.,dns2.comlaud,197msec,41,0.010115985000436,,,
dns.net.,dns2.comlaud,174msec,41,0.010203191767681,,,
209.112.114.33,k4.nstld.com,73msec,41,0.010290398534926,,,
69.36.145.33,j4.nstld.com,42msec,41,0.010377605302172,,,
69.36.145.33,g4.nstld.com,41msec,41,0.010464812069417,,,
209.112.114.33,f4.nstld.com,70msec,41,0.010552018836662,,,
209.112.113.33,l4.nstld.com,45msec,41,0.010639225603907,,,
209.112.113.33,a4.nstld.com,41msec,41,0.010726432371152,,,
178.172.236.142,u2.hoster.by,196msec,41,0.010813639138397,,,
93.125.30.201,u1.hoster.by,210msec,41,0.010900845905642,,,
209.112.114.33,k4.nstld.com,72msec,41,0.010988052672888,,,
69.36.145.33,h4.nstld.com,38msec,41,0.011075259440133,,,
69.36.145.33,g4.nstld.com,39msec,41,0.011162466207378,,,
209.112.114.33,f4.nstld.com,71msec,41,0.011249672974623,,,
209.112.113.33,l4.nstld.com,43msec,41,0.011336879741868,,,
209.112.113.33,a4.nstld.com,46msec,41,0.011424086509113,,,
209.112.114.33,k4.nstld.com,73msec,41,0.011511293276358,,,
69.36.145.33,h4.nstld.com,40msec,41,0.011598500043603,,,
69.36.145.33,j4.nstld.com,41msec,41,0.011685706810849,,,
69.36.145.33,g4.nstld.com,39msec,41,0.011772913578094,,,
209.112.114.33,f4.nstld.com,72msec,41,0.011860120345339,,,
209.112.113.33,l4.nstld.com,39msec,41,0.011947327112584,,,
209.112.113.33,a4.nstld.com,41msec,41,0.012034533879829,,,
69.36.145.33,g4.nstld.com,39msec,41,0.012121740647074,,,
209.112.114.33,f4.nstld.com,76msec,41,0.012208947414319,,,
209.112.113.33,a4.nstld.com,38msec,41,0.012296154181565,,,
195.206.121.138,ns02.one.com,205msec,41,0.01238336094881,,,
195.206.121.10,ns01.one.com,201msec,41,0.012470567716055,,,
209.112.114.33,k4.nstld.com,74msec,41,0.0125577744833,,,
69.36.145.33,h4.nstld.com,43msec,41,0.012644981250545,,,
69.36.145.33,j4.nstld.com,40msec,41,0.01273218801779,,,
69.36.145.33,g4.nstld.com,44msec,41,0.012819394785035,,,
209.112.114.33,f4.nstld.com,72msec,41,0.012906601552281,,,
209.112.113.33,l4.nstld.com,41msec,41,0.012993808319526,,,
209.112.113.33,a4.nstld.com,39msec,41,0.013081015086771,,,
69.36.145.33,g4.nstld.com,40msec,41,0.013168221854016,,,
209.112.114.33,f4.nstld.com,71msec,41,0.013255428621261,,,
209.112.113.33,a4.nstld.com,42msec,41,0.013342635388506,,,
43.225.84.1,ns3.iqiyi.com,40msec,42,0.013429842155751,,,
43.225.85.1,ns4.iqiyi.com,39msec,42,0.013517048922997,,,
43.225.84.1,ns1.iqiyi.com,38msec,42,0.013604255690242,,,
43.225.85.1,ns2.iqiyi.com,39msec,42,0.013691462457487,,,
77.88.21.1,ns4.yandex.ru,376msec,42,0.013778669224732,,,
87.250.250.1,ns3.yandex.ru,290msec,42,0.013865875991977,,,
213.251.128.149,ns105.ovh.net,305msec,42,0.013953082759222,,,
173.230.155.109,ns.barbero.us,205msec,42,0.014040289526467,,,
77.88.21.1,ns4.yandex.ru,356msec,42,0.014127496293712,,,
87.250.250.1,ns3.yandex.ru,336msec,42,0.014214703060958,,,
213.251.128.153,ns109.ovh.net,240msec,42,0.014301909828203,,,
165.76.4.2,ns.spin.ad.jp,79msec,42,0.014389116595448,,,
217.70.177.40,ns6.gandi.net,255msec,42,0.014476323362693,,,
217.70.177.40,ns6.gandi.net,253msec,42,0.014563530129938,,,
87.250.250.1,ns3.yandex.ru,476msec,42,0.014650736897183,,,
77.88.21.1,ns4.yandex.ru,356msec,42,0.014737943664428,,,
77.88.21.1,ns4.yandex.ru,285msec,42,0.014825150431674,,,
87.250.250.1,ns3.yandex.ru,332msec,42,0.014912357198919,,,
165.22.205.245,dns2.papaki.gr,305msec,43,0.014999563966164,,,
116.203.181.27,dns1.papaki.gr,254msec,43,0.015086770733409,,,
107.170.170.91,ns3.mysrsx.biz,255msec,43,0.015173977500654,,,
103.247.8.19,ns3.mysrsx.biz,19msec,43,0.015261184267899,,,
148.251.31.53,nsb3.srv53.com,209msec,43,0.015348391035144,,,
77.88.202.238,nsc4.srv53.com,321msec,43,0.01543559780239,,,
89.184.64.69,nsd2.srv53.net,241msec,43,0.015522804569635,,,
148.251.31.51,nsb4.srv53.net,219msec,43,0.01561001133688,,,
148.251.31.58,nsb3.srv53.org,196msec,43,0.015697218104125,,,
89.184.64.108,nsd2.srv53.com,220msec,43,0.01578442487137,,,
68.94.156.150,ns5.attdns.net,220msec,43,0.015871631638615,,,
203.66.88.194,nsp1.hinet.net,54msec,43,0.01595883840586,,,
168.95.192.191,nsp1.hinet.net,53msec,43,0.016046045173106,,,
203.74.116.194,nsp2.hinet.net,53msec,43,0.016133251940351,,,
173.193.24.114,ns6.synerfy.vn,309msec,43,0.016220458707596,,,
123.30.51.247,ns7.synerfy.vn,52msec,43,0.016307665474841,,,
210.245.87.125,ns8.synerfy.vn,41msec,43,0.016394872242086,,,
140.205.41.12,ns2.alidns.com,360msec,43,0.016482079009331,,,
140.205.81.22,ns2.alidns.com,358msec,43,0.016569285776576,,,
140.205.81.12,ns2.alidns.com,356msec,43,0.016656492543822,,,
140.205.41.22,ns2.alidns.com,321msec,43,0.016743699311067,,,
106.11.211.52,ns2.alidns.com,392msec,43,0.016830906078312,,,
106.11.141.122,ns2.alidns.com,370msec,43,0.016918112845557,,,
106.11.141.112,ns2.alidns.com,400msec,43,0.017005319612802,,,
106.11.211.62,ns2.alidns.com,373msec,43,0.017092526380047,,,
140.205.41.21,ns1.alidns.com,355msec,43,0.017179733147292,,,
106.11.211.51,ns1.alidns.com,277msec,43,0.017266939914537,,,
140.205.81.21,ns1.alidns.com,297msec,43,0.017354146681783,,,
106.11.211.61,ns1.alidns.com,344msec,43,0.017441353449028,,,
140.205.81.11,ns1.alidns.com,356msec,43,0.017528560216273,,,
106.11.141.111,ns1.alidns.com,340msec,43,0.017615766983518,,,
140.205.41.11,ns1.alidns.com,327msec,43,0.017702973750763,,,
106.11.141.121,ns1.alidns.com,352msec,43,0.017790180518008,,,
216.136.95.12,ns3.level3.net,255msec,43,0.017877387285253,,,
64.132.94.251,ns4.level3.net,252msec,43,0.017964594052499,,,
213.251.188.149,dns105.ovh.net,235msec,43,0.018051800819744,,,
89.184.64.69,nsd2.srv53.net,252msec,43,0.018139007586989,,,
77.88.202.238,nsc4.srv53.com,221msec,43,0.018226214354234,,,
148.251.31.58,nsb3.srv53.org,222msec,43,0.018313421121479,,,
77.88.202.228,nsc2.srv53.net,324msec,43,0.018400627888724,,,
89.184.64.96,nsd3.srv53.org,247msec,43,0.018487834655969,,,
148.251.31.51,nsb4.srv53.net,219msec,43,0.018575041423215,,,
140.205.41.12,ns2.alidns.com,262msec,43,0.01866224819046,,,
140.205.81.22,ns2.alidns.com,323msec,43,0.018749454957705,,,
140.205.81.12,ns2.alidns.com,355msec,43,0.01883666172495,,,
140.205.41.22,ns2.alidns.com,322msec,43,0.018923868492195,,,
106.11.211.52,ns2.alidns.com,279msec,43,0.01901107525944,,,
106.11.141.122,ns2.alidns.com,302msec,43,0.019098282026685,,,
106.11.141.112,ns2.alidns.com,294msec,43,0.019185488793931,,,
106.11.211.62,ns2.alidns.com,296msec,43,0.019272695561176,,,
140.205.41.21,ns1.alidns.com,345msec,43,0.019359902328421,,,
106.11.211.51,ns1.alidns.com,284msec,43,0.019447109095666,,,
140.205.81.21,ns1.alidns.com,331msec,43,0.019534315862911,,,
106.11.211.61,ns1.alidns.com,324msec,43,0.019621522630156,,,
140.205.81.11,ns1.alidns.com,281msec,43,0.019708729397401,,,
106.11.141.111,ns1.alidns.com,327msec,43,0.019795936164646,,,
140.205.41.11,ns1.alidns.com,340msec,43,0.019883142931892,,,
106.11.141.121,ns1.alidns.com,337msec,43,0.019970349699137,,,
140.205.41.12,ns2.alidns.com,254msec,43,0.020057556466382,,,
140.205.81.22,ns2.alidns.com,306msec,43,0.020144763233627,,,
140.205.81.12,ns2.alidns.com,307msec,43,0.020231970000872,,,
140.205.41.22,ns2.alidns.com,347msec,43,0.020319176768117,,,
106.11.211.52,ns2.alidns.com,324msec,43,0.020406383535362,,,
106.11.141.122,ns2.alidns.com,349msec,43,0.020493590302608,,,
106.11.141.112,ns2.alidns.com,348msec,43,0.020580797069853,,,
106.11.211.62,ns2.alidns.com,275msec,43,0.020668003837098,,,
140.205.41.21,ns1.alidns.com,260msec,43,0.020755210604343,,,
106.11.211.51,ns1.alidns.com,376msec,43,0.020842417371588,,,
140.205.81.21,ns1.alidns.com,337msec,43,0.020929624138833,,,
106.11.211.61,ns1.alidns.com,353msec,43,0.021016830906078,,,
140.205.81.11,ns1.alidns.com,638msec,43,0.021104037673324,,,
106.11.141.111,ns1.alidns.com,557msec,43,0.021191244440569,,,
140.205.41.11,ns1.alidns.com,335msec,43,0.021278451207814,,,
106.11.141.121,ns1.alidns.com,313msec,43,0.021365657975059,,,
203.66.88.194,nsp1.hinet.net,55msec,43,0.021452864742304,,,
168.95.192.191,nsp1.hinet.net,53msec,43,0.021540071509549,,,
203.74.116.194,nsp2.hinet.net,76msec,43,0.021627278276794,,,
212.42.43.111,dns1.ropnet.ru,255msec,43,0.02171448504404,,,
35.158.238.44,ns2.hostpro.ua,204msec,43,0.021801691811285,,,
143.90.130.58,dns3.odn.ne.jp,71msec,43,0.02188889857853,,,
210.245.87.125,ns8.synerfy.vn,40msec,43,0.021976105345775,,,
173.193.24.114,ns6.synerfy.vn,220msec,43,0.02206331211302,,,
123.30.51.247,ns7.synerfy.vn,59msec,43,0.022150518880265,,,
213.251.188.153,dns109.ovh.net,240msec,43,0.02223772564751,,,
140.205.41.12,ns2.alidns.com,246msec,43,0.022324932414755,,,
140.205.81.22,ns2.alidns.com,250msec,43,0.022412139182001,,,
140.205.81.12,ns2.alidns.com,303msec,43,0.022499345949246,,,
140.205.41.22,ns2.alidns.com,236msec,43,0.022586552716491,,,
106.11.141.122,ns2.alidns.com,332msec,43,0.022673759483736,,,
106.11.141.112,ns2.alidns.com,322msec,43,0.022760966250981,,,
106.11.211.62,ns2.alidns.com,356msec,43,0.022848173018226,,,
140.205.41.21,ns1.alidns.com,245msec,43,0.022935379785471,,,
106.11.211.51,ns1.alidns.com,278msec,43,0.023022586552717,,,
140.205.81.21,ns1.alidns.com,275msec,43,0.023109793319962,,,
106.11.211.61,ns1.alidns.com,384msec,43,0.023197000087207,,,
140.205.81.11,ns1.alidns.com,322msec,43,0.023284206854452,,,
106.11.141.111,ns1.alidns.com,257msec,43,0.023371413621697,,,
140.205.41.11,ns1.alidns.com,335msec,43,0.023458620388942,,,
106.11.141.121,ns1.alidns.com,352msec,43,0.023545827156187,,,
77.88.202.236,nsc2.srv53.com,234msec,43,0.023633033923433,,,
89.184.64.78,nsd3.srv53.com,197msec,43,0.023720240690678,,,
148.251.31.59,nsb4.srv53.org,241msec,43,0.023807447457923,,,
77.88.202.230,nsc4.srv53.net,233msec,43,0.023894654225168,,,
148.251.31.50,nsb3.srv53.net,245msec,43,0.023981860992413,,,
140.205.41.12,ns2.alidns.com,239msec,43,0.024069067759658,,,
140.205.81.22,ns2.alidns.com,304msec,43,0.024156274526903,,,
140.205.81.12,ns2.alidns.com,268msec,43,0.024243481294149,,,
140.205.41.22,ns2.alidns.com,238msec,43,0.024330688061394,,,
106.11.211.52,ns2.alidns.com,278msec,43,0.024417894828639,,,
106.11.141.122,ns2.alidns.com,309msec,43,0.024505101595884,,,
106.11.141.112,ns2.alidns.com,291msec,43,0.024592308363129,,,
106.11.211.62,ns2.alidns.com,308msec,43,0.024679515130374,,,
140.205.41.21,ns1.alidns.com,240msec,43,0.024766721897619,,,
106.11.211.51,ns1.alidns.com,359msec,43,0.024853928664865,,,
140.205.81.21,ns1.alidns.com,373msec,43,0.02494113543211,,,
106.11.211.61,ns1.alidns.com,277msec,43,0.025028342199355,,,
140.205.81.11,ns1.alidns.com,384msec,43,0.0251155489666,,,
106.11.141.111,ns1.alidns.com,354msec,43,0.025202755733845,,,
140.205.41.11,ns1.alidns.com,323msec,43,0.02528996250109,,,
106.11.141.121,ns1.alidns.com,349msec,43,0.025377169268335,,,
89.184.64.108,nsd2.srv53.com,256msec,43,0.02546437603558,,,
148.251.31.58,nsb3.srv53.org,247msec,43,0.025551582802826,,,
77.88.202.233,nsc3.srv53.org,235msec,43,0.025638789570071,,,
77.88.202.228,nsc2.srv53.net,205msec,43,0.025725996337316,,,
89.184.64.95,nsd2.srv53.org,182msec,43,0.025813203104561,,,
89.184.64.69,nsd2.srv53.net,210msec,43,0.025900409871806,,,
77.88.202.238,nsc4.srv53.com,221msec,43,0.025987616639051,,,
148.251.31.55,nsb2.srv53.org,183msec,43,0.026074823406296,,,
77.88.202.232,nsc2.srv53.org,256msec,43,0.026162030173542,,,
77.88.202.230,nsc4.srv53.net,246msec,43,0.026249236940787,,,
89.184.64.108,nsd2.srv53.com,247msec,43,0.026336443708032,,,
89.184.64.81,nsd3.srv53.net,232msec,43,0.026423650475277,,,
89.184.64.95,nsd2.srv53.org,237msec,43,0.026510857242522,,,
212.129.6.221,dns2.sysnet.it,255msec,43,0.026598064009767,,,
148.251.31.58,nsb3.srv53.org,228msec,43,0.026685270777012,,,
89.184.64.96,nsd3.srv53.org,239msec,43,0.026772477544258,,,
148.251.31.50,nsb3.srv53.net,230msec,43,0.026859684311503,,,
148.251.31.53,nsb3.srv53.com,174msec,43,0.026946891078748,,,
77.88.202.236,nsc2.srv53.com,252msec,43,0.027034097845993,,,
89.184.64.81,nsd3.srv53.net,180msec,43,0.027121304613238,,,
123.30.51.247,ns7.synerfy.vn,59msec,43,0.027208511380483,,,
210.245.87.125,ns8.synerfy.vn,36msec,43,0.027295718147728,,,
173.193.24.114,ns6.synerfy.vn,307msec,43,0.027382924914974,,,
170.33.24.74,vip4.alidns.com,4msec,44,0.027470131682219,,,
140.205.1.6,vip4.alidns.com,3msec,44,0.027557338449464,,,
14.1.112.22,vip4.alidns.com,50msec,44,0.027644545216709,,,
170.33.23.14,vip4.alidns.com,255msec,44,0.027731751983954,,,
170.33.24.73,vip3.alidns.com,3msec,44,0.027818958751199,,,
140.205.1.5,vip3.alidns.com,6msec,44,0.027906165518444,,,
14.1.112.21,vip3.alidns.com,36msec,44,0.027993372285689,,,
170.33.23.13,vip3.alidns.com,286msec,44,0.028080579052935,,,
140.205.29.114,vip2.alidns.com,446msec,44,0.02816778582018,,,
14.1.112.12,vip2.alidns.com,38msec,44,0.028254992587425,,,
106.11.41.152,vip2.alidns.com,431msec,44,0.02834219935467,,,
106.11.30.114,vip2.alidns.com,436msec,44,0.028429406121915,,,
140.205.1.2,vip2.alidns.com,4msec,44,0.02851661288916,,,
203.119.159.112,vip2.alidns.com,298msec,44,0.028603819656405,,,
116.211.173.152,vip2.alidns.com,195msec,44,0.028691026423651,,,
47.88.44.152,vip2.alidns.com,192msec,44,0.028778233190896,,,
121.29.51.152,vip2.alidns.com,419msec,44,0.028865439958141,,,
106.11.41.151,vip1.alidns.com,414msec,44,0.028952646725386,,,
116.211.173.151,vip1.alidns.com,283msec,44,0.029039853492631,,,
106.11.30.113,vip1.alidns.com,415msec,44,0.029127060259876,,,
140.205.29.113,vip1.alidns.com,324msec,44,0.029214267027121,,,
47.88.44.151,vip1.alidns.com,179msec,44,0.029301473794367,,,
203.119.159.111,vip1.alidns.com,375msec,44,0.029388680561612,,,
121.29.51.151,vip1.alidns.com,452msec,44,0.029475887328857,,,
14.1.112.11,vip1.alidns.com,37msec,44,0.029563094096102,,,
140.205.1.1,vip1.alidns.com,3msec,44,0.029650300863347,,,
170.33.24.74,vip4.alidns.com,4msec,44,0.029737507630592,,,
140.205.1.6,vip4.alidns.com,3msec,44,0.029824714397837,,,
14.1.112.22,vip4.alidns.com,36msec,44,0.029911921165083,,,
170.33.23.14,vip4.alidns.com,305msec,44,0.029999127932328,,,
170.33.24.73,vip3.alidns.com,4msec,44,0.030086334699573,,,
140.205.1.5,vip3.alidns.com,3msec,44,0.030173541466818,,,
14.1.112.21,vip3.alidns.com,36msec,44,0.030260748234063,,,
170.33.23.13,vip3.alidns.com,336msec,44,0.030347955001308,,,
170.33.24.74,vip4.alidns.com,3msec,44,0.030435161768553,,,
140.205.1.6,vip4.alidns.com,4msec,44,0.030522368535799,,,
14.1.112.22,vip4.alidns.com,36msec,44,0.030609575303044,,,
170.33.23.14,vip4.alidns.com,275msec,44,0.030696782070289,,,
170.33.24.73,vip3.alidns.com,3msec,44,0.030783988837534,,,
140.205.1.5,vip3.alidns.com,3msec,44,0.030871195604779,,,
14.1.112.21,vip3.alidns.com,38msec,44,0.030958402372024,,,
170.33.23.13,vip3.alidns.com,298msec,44,0.031045609139269,,,
170.33.24.74,vip4.alidns.com,4msec,44,0.031132815906514,,,
140.205.1.6,vip4.alidns.com,3msec,44,0.03122002267376,,,
14.1.112.22,vip4.alidns.com,37msec,44,0.031307229441005,,,
170.33.23.14,vip4.alidns.com,293msec,44,0.03139443620825,,,
170.33.24.73,vip3.alidns.com,3msec,44,0.031481642975495,,,
140.205.1.5,vip3.alidns.com,3msec,44,0.03156884974274,,,
14.1.112.21,vip3.alidns.com,37msec,44,0.031656056509985,,,
170.33.23.13,vip3.alidns.com,306msec,44,0.03174326327723,,,
217.70.179.1,c.dns.gandi.net,253msec,44,0.031830470044476,,,
213.167.229.1,b.dns.gandi.net,160msec,44,0.031917676811721,,,
173.246.98.1,a.dns.gandi.net,191msec,44,0.032004883578966,,,
93.158.134.213,dns2.yandex.net,307msec,44,0.032092090346211,,,
213.180.204.213,dns1.yandex.net,307msec,44,0.032179297113456,,,
170.33.24.74,vip4.alidns.com,4msec,44,0.032266503880701,,,
140.205.1.6,vip4.alidns.com,5msec,44,0.032353710647946,,,
14.1.112.22,vip4.alidns.com,36msec,44,0.032440917415191,,,
170.33.23.14,vip4.alidns.com,295msec,44,0.032528124182437,,,
170.33.24.73,vip3.alidns.com,5msec,44,0.032615330949682,,,
140.205.1.5,vip3.alidns.com,3msec,44,0.032702537716927,,,
14.1.112.21,vip3.alidns.com,37msec,44,0.032789744484172,,,
170.33.23.13,vip3.alidns.com,328msec,44,0.032876951251417,,,
173.246.98.1,a.dns.gandi.net,249msec,44,0.032964158018662,,,
213.167.229.1,b.dns.gandi.net,175msec,44,0.033051364785907,,,
217.70.179.1,c.dns.gandi.net,199msec,44,0.033138571553153,,,
140.205.29.114,vip2.alidns.com,357msec,44,0.033225778320398,,,
14.1.112.12,vip2.alidns.com,37msec,44,0.033312985087643,,,
106.11.41.152,vip2.alidns.com,332msec,44,0.033400191854888,,,
106.11.30.114,vip2.alidns.com,359msec,44,0.033487398622133,,,
140.205.1.2,vip2.alidns.com,3msec,44,0.033574605389378,,,
203.119.159.112,vip2.alidns.com,283msec,44,0.033661812156623,,,
116.211.173.152,vip2.alidns.com,221msec,44,0.033749018923869,,,
47.88.44.152,vip2.alidns.com,226msec,44,0.033836225691114,,,
121.29.51.152,vip2.alidns.com,430msec,44,0.033923432458359,,,
106.11.41.151,vip1.alidns.com,387msec,44,0.034010639225604,,,
106.11.30.113,vip1.alidns.com,413msec,44,0.034097845992849,,,
140.205.29.113,vip1.alidns.com,365msec,44,0.034185052760094,,,
47.88.44.151,vip1.alidns.com,229msec,44,0.034272259527339,,,
203.119.159.111,vip1.alidns.com,333msec,44,0.034359466294584,,,
121.29.51.151,vip1.alidns.com,331msec,44,0.03444667306183,,,
14.1.112.11,vip1.alidns.com,36msec,44,0.034533879829075,,,
140.205.1.1,vip1.alidns.com,3msec,44,0.03462108659632,,,
140.205.29.114,vip2.alidns.com,273msec,44,0.034708293363565,,,
14.1.112.12,vip2.alidns.com,36msec,44,0.03479550013081,,,
106.11.41.152,vip2.alidns.com,336msec,44,0.034882706898055,,,
106.11.30.114,vip2.alidns.com,359msec,44,0.0349699136653,,,
140.205.1.2,vip2.alidns.com,4msec,44,0.035057120432546,,,
203.119.159.112,vip2.alidns.com,303msec,44,0.035144327199791,,,
116.211.173.152,vip2.alidns.com,166msec,44,0.035231533967036,,,
47.88.44.152,vip2.alidns.com,247msec,44,0.035318740734281,,,
121.29.51.152,vip2.alidns.com,427msec,44,0.035405947501526,,,
106.11.41.151,vip1.alidns.com,349msec,44,0.035493154268771,,,
116.211.173.151,vip1.alidns.com,269msec,44,0.035580361036016,,,
106.11.30.113,vip1.alidns.com,354msec,44,0.035667567803261,,,
140.205.29.113,vip1.alidns.com,320msec,44,0.035754774570507,,,
47.88.44.151,vip1.alidns.com,247msec,44,0.035841981337752,,,
203.119.159.111,vip1.alidns.com,354msec,44,0.035929188104997,,,
121.29.51.151,vip1.alidns.com,343msec,44,0.036016394872242,,,
14.1.112.11,vip1.alidns.com,36msec,44,0.036103601639487,,,
140.205.1.1,vip1.alidns.com,5msec,44,0.036190808406732,,,
140.205.29.114,vip2.alidns.com,356msec,44,0.036278015173977,,,
14.1.112.12,vip2.alidns.com,36msec,44,0.036365221941223,,,
106.11.41.152,vip2.alidns.com,329msec,44,0.036452428708468,,,
106.11.30.114,vip2.alidns.com,341msec,44,0.036539635475713,,,
140.205.1.2,vip2.alidns.com,3msec,44,0.036626842242958,,,
203.119.159.112,vip2.alidns.com,301msec,44,0.036714049010203,,,
116.211.173.152,vip2.alidns.com,125msec,44,0.036801255777448,,,
47.88.44.152,vip2.alidns.com,176msec,44,0.036888462544693,,,
121.29.51.152,vip2.alidns.com,358msec,44,0.036975669311939,,,
106.11.41.151,vip1.alidns.com,367msec,44,0.037062876079184,,,
116.211.173.151,vip1.alidns.com,249msec,44,0.037150082846429,,,
106.11.30.113,vip1.alidns.com,374msec,44,0.037237289613674,,,
140.205.29.113,vip1.alidns.com,340msec,44,0.037324496380919,,,
47.88.44.151,vip1.alidns.com,235msec,44,0.037411703148164,,,
203.119.159.111,vip1.alidns.com,326msec,44,0.037498909915409,,,
121.29.51.151,vip1.alidns.com,421msec,44,0.037586116682654,,,
14.1.112.11,vip1.alidns.com,38msec,44,0.0376733234499,,,
140.205.1.1,vip1.alidns.com,4msec,44,0.037760530217145,,,
140.205.29.114,vip2.alidns.com,367msec,44,0.03784773698439,,,
14.1.112.12,vip2.alidns.com,37msec,44,0.037934943751635,,,
